Image	Model1	Model2	Model3	Model4	MajorityVoting	WeightedVoting
1404.jpg	70.71	54.56	62.24	53.60	62.24	71.71
1405.jpg	51.93	43.12	40.09	42.74	52.88	52.31
1406.jpg	50.09	40.42	29.77	35.44	47.37	50.44
1407.jpg	85.53	55.48	78.86	49.31	81.85	86.28
1408.jpg	83.73	57.55	58.59	57.66	80.09	84.20
1409.jpg	60.49	53.08	55.26	50.76	58.44	61.08
141.jpg	59.81	48.01	51.61	38.78	51.72	60.36
1410.jpg	88.34	85.10	84.92	77.83	88.92	88.61
1411.jpg	74.29	74.42	72.41	57.32	74.26	74.32
1412.jpg	51.50	50.36	39.99	23.54	52.59	59.13
1413.jpg	70.40	65.31	71.26	59.22	70.79	71.70
1414.jpg	69.22	59.46	65.36	59.04	64.11	72.48
1415.jpg	69.70	47.29	48.18	24.52	57.36	67.94
1416.jpg	56.72	55.77	56.27	54.55	56.99	56.89
1417.jpg	41.73	25.61	30.49	22.06	29.70	41.14
1418.jpg	77.14	37.82	63.83	15.41	66.62	77.30
1419.jpg	40.48	35.04	46.91	34.46	45.39	41.75
142.jpg	45.72	29.18	29.50	28.65	30.71	45.97
1420.jpg	67.69	59.37	58.55	53.32	60.81	68.13
1421.jpg	60.71	52.58	54.62	46.79	54.56	61.32
1422.jpg	35.42	15.03	15.28	11.79	17.06	35.38
1423.jpg	74.33	46.04	39.19	38.95	41.90	75.62
1424.jpg	67.73	53.43	62.91	20.05	67.11	68.27
1425.jpg	78.13	58.62	63.93	62.75	69.04	77.02
1426.jpg	72.82	56.64	80.05	59.77	69.59	72.98
1427.jpg	66.41	61.28	62.22	57.73	63.11	66.42
1428.jpg	91.80	57.05	68.01	59.49	74.21	92.18
1429.jpg	77.38	71.92	76.33	65.36	76.90	77.72
143.jpg	88.32	55.27	50.31	24.91	73.66	88.95
1430.jpg	55.48	44.55	45.08	45.01	53.34	56.64
1431.jpg	73.45	71.21	71.71	62.80	73.79	74.16
1432.jpg	39.68	37.54	36.53	35.42	37.73	39.67
1433.jpg	37.99	39.52	39.39	40.28	39.69	38.72
1434.jpg	82.25	29.14	54.35	31.61	49.60	78.43
1435.jpg	38.41	27.64	21.85	18.57	34.92	39.15
1436.jpg	75.60	82.38	77.34	43.31	87.13	78.38
1437.jpg	51.11	33.96	44.66	34.19	44.38	51.20
1438.jpg	81.33	69.42	74.07	71.55	81.42	81.75
1439.jpg	58.09	51.21	63.97	51.61	58.88	61.13
144.jpg	69.10	58.84	67.14	59.23	61.27	69.24
1440.jpg	49.98	47.02	45.87	42.67	49.96	50.24
1441.jpg	90.76	77.61	79.74	44.05	80.08	89.21
1442.jpg	69.35	53.32	56.62	33.50	63.75	70.26
1443.jpg	92.25	41.70	81.33	54.96	76.93	92.55
1444.jpg	70.66	69.97	70.52	67.61	70.82	70.70
1445.jpg	57.62	46.84	53.35	40.30	51.52	57.93
1446.jpg	68.95	64.82	64.75	63.04	66.80	69.14
1447.jpg	46.78	46.05	45.43	33.20	47.16	47.05
1448.jpg	73.61	53.68	59.15	45.88	62.60	73.71
1449.jpg	52.52	31.16	33.66	31.85	36.02	51.49
145.jpg	68.68	62.36	60.57	58.76	69.72	69.23
1450.jpg	89.07	58.73	60.92	58.34	71.78	89.96
1451.jpg	81.48	70.15	79.99	79.16	82.22	81.81
1452.jpg	68.00	5.46	6.12	5.06	7.66	67.01
1453.jpg	35.13	30.16	29.24	29.23	30.34	35.21
1454.jpg	70.48	31.88	52.53	21.76	64.89	71.52
1455.jpg	72.61	64.86	69.66	64.12	67.62	71.88
1456.jpg	82.46	70.65	68.75	62.07	70.62	82.54
1457.jpg	86.21	47.89	56.43	33.81	59.55	86.56
1458.jpg	66.07	47.20	48.44	43.26	50.32	63.60
1459.jpg	44.98	35.74	39.65	27.65	38.28	45.51
146.jpg	77.75	38.40	45.47	36.50	44.25	76.65
1460.jpg	52.37	42.80	42.60	40.93	47.14	53.38
1461.jpg	68.55	30.73	32.74	29.99	36.24	69.51
1462.jpg	88.72	77.89	84.66	75.99	86.19	89.21
1463.jpg	84.17	68.62	70.13	68.31	74.76	84.85
1464.jpg	48.18	25.42	26.02	28.89	31.21	46.33
1465.jpg	73.96	65.82	67.22	49.59	70.67	76.07
1466.jpg	59.15	53.47	51.40	31.29	53.67	53.05
1467.jpg	41.78	32.80	47.77	33.77	39.77	42.41
1468.jpg	44.88	36.23	54.83	36.36	49.01	46.10
1469.jpg	37.53	7.71	17.61	7.08	18.87	28.58
147.jpg	76.19	58.37	72.78	58.55	75.47	76.19
1470.jpg	50.02	27.85	30.85	26.55	30.74	50.19
1471.jpg	91.85	36.84	51.78	23.74	73.81	92.34
1472.jpg	65.49	51.43	51.92	46.10	54.88	65.49
1473.jpg	84.04	79.57	79.67	73.75	81.99	84.03
1474.jpg	55.25	33.61	33.50	32.46	40.62	52.04
1475.jpg	77.64	77.63	77.31	71.98	79.64	77.90
1476.jpg	64.06	49.25	53.03	45.28	57.53	65.49
1477.jpg	82.33	73.99	75.69	73.83	78.55	82.82
1478.jpg	90.65	73.82	74.41	73.06	84.34	91.24
1479.jpg	62.85	52.82	50.96	52.88	61.51	63.37
148.jpg	88.66	62.67	89.79	52.01	86.47	88.94
1480.jpg	86.41	42.42	45.21	39.71	44.61	73.53
1481.jpg	92.98	75.21	67.14	57.41	84.81	91.25
1482.jpg	90.93	60.73	62.17	58.48	61.57	91.09
1483.jpg	85.54	41.85	67.40	27.71	77.59	83.78
1484.jpg	42.08	10.85	11.23	11.11	10.50	38.06
1485.jpg	88.49	83.17	85.80	57.53	89.74	88.65
1486.jpg	51.77	26.79	38.24	36.41	41.44	51.43
1487.jpg	44.82	48.42	47.15	32.86	48.57	45.84
1488.jpg	79.08	38.84	34.77	28.01	54.04	79.64
1489.jpg	65.92	59.96	59.69	44.34	61.49	68.38
149.jpg	83.80	61.29	62.02	58.74	73.94	84.57
1490.jpg	83.26	80.82	83.45	54.75	83.88	83.55
1491.jpg	62.64	51.80	56.73	34.14	59.23	63.20
1492.jpg	71.64	61.37	67.89	54.29	69.35	72.05
1493.jpg	26.60	16.82	17.94	15.28	19.28	26.96
1494.jpg	65.97	63.71	59.87	66.43	67.86	66.91
1495.jpg	45.31	42.58	43.14	33.87	44.05	45.63
1496.jpg	83.24	31.35	34.63	27.35	45.21	83.26
1497.jpg	85.01	80.94	81.75	80.79	82.21	85.16
1498.jpg	93.35	49.82	89.27	65.85	78.35	93.48
1499.jpg	78.44	72.40	70.06	72.64	79.01	79.23
15.jpg	77.09	75.99	71.99	75.47	77.77	77.42
150.jpg	44.89	41.10	39.77	38.38	41.09	48.04
1500.jpg	89.23	70.91	82.20	64.08	87.32	89.78
1501.jpg	63.54	56.96	69.61	52.12	60.28	62.80
1502.jpg	91.67	48.77	81.10	46.11	79.97	91.92
1503.jpg	52.23	41.07	35.65	32.42	41.36	50.70
1504.jpg	91.58	70.90	69.40	48.08	88.70	92.05
1505.jpg	72.22	61.66	36.19	26.85	63.03	82.43
1506.jpg	66.70	68.38	45.11	26.95	70.40	67.19
1507.jpg	44.17	18.13	33.89	26.52	33.40	38.31
1508.jpg	49.99	19.76	18.98	15.84	21.75	42.59
1509.jpg	63.78	26.16	39.64	28.79	47.98	58.11
151.jpg	47.61	49.39	46.89	40.19	49.33	47.96
1510.jpg	43.70	41.00	42.07	38.76	46.32	44.38
1511.jpg	48.03	44.30	45.10	43.77	45.68	48.20
1512.jpg	90.22	30.49	29.07	27.63	61.87	89.81
1513.jpg	83.12	83.26	62.55	44.52	80.40	84.62
1514.jpg	74.27	69.95	73.43	68.87	73.80	75.34
1515.jpg	85.93	42.63	59.78	26.57	68.06	86.43
1516.jpg	86.65	35.81	43.73	15.29	56.83	86.31
1517.jpg	54.95	47.41	53.14	43.12	53.91	55.29
1518.jpg	77.40	66.50	74.18	72.50	77.09	79.07
1519.jpg	77.91	23.83	64.17	18.13	59.09	77.88
152.jpg	90.55	63.96	63.92	57.66	67.46	89.08
1520.jpg	47.51	55.27	43.62	44.55	49.53	47.97
1521.jpg	89.66	73.44	75.46	74.57	81.47	89.52
1522.jpg	55.25	53.81	54.60	56.52	56.14	55.58
1523.jpg	88.24	81.85	85.64	65.30	88.39	88.46
1524.jpg	70.47	69.98	69.57	52.31	70.96	71.03
1525.jpg	48.81	39.59	38.85	41.71	47.50	50.43
1526.jpg	86.41	64.83	63.19	54.66	72.54	87.21
1527.jpg	59.04	53.18	53.41	50.31	56.89	59.53
1528.jpg	67.28	63.80	61.97	61.14	67.75	67.42
1529.jpg	84.45	70.96	82.45	65.33	80.60	85.01
153.jpg	82.74	44.16	56.66	26.74	63.51	82.94
1530.jpg	52.57	59.55	55.41	55.25	58.43	56.68
1531.jpg	93.21	71.03	68.62	58.03	74.71	92.94
1532.jpg	28.13	19.70	25.57	20.89	26.55	28.87
1533.jpg	26.37	28.76	27.68	27.55	27.93	27.39
1534.jpg	75.14	60.80	62.19	60.64	66.09	76.00
1535.jpg	30.55	33.02	31.23	24.76	33.21	31.09
1536.jpg	19.99	18.36	18.94	17.10	18.76	21.12
1537.jpg	52.40	47.08	54.87	39.53	52.81	52.87
1538.jpg	77.31	63.31	69.88	7.65	71.39	77.28
1539.jpg	62.16	23.43	43.40	23.95	52.61	63.76
154.jpg	43.33	35.59	34.60	27.09	38.72	43.59
1540.jpg	47.12	24.96	36.92	23.86	40.15	47.17
1541.jpg	79.89	60.96	66.28	32.14	75.96	79.98
1542.jpg	35.98	31.67	35.31	25.62	36.83	36.36
1543.jpg	91.85	82.81	83.08	78.06	90.98	92.01
1544.jpg	78.86	64.79	72.19	62.58	73.33	78.84
1545.jpg	72.52	12.25	16.38	13.34	37.81	72.33
1546.jpg	80.36	31.63	47.06	26.93	54.53	80.82
1547.jpg	62.30	38.55	55.15	37.37	56.66	62.49
1548.jpg	71.67	72.17	76.11	71.25	72.80	72.05
1549.jpg	56.08	41.14	39.29	40.86	43.41	50.53
155.jpg	48.37	25.70	25.41	18.31	29.12	47.88
1550.jpg	75.32	13.63	38.71	5.51	36.22	68.98
1551.jpg	59.06	51.43	54.05	53.03	54.95	60.08
1552.jpg	46.62	29.59	34.41	25.79	38.63	46.18
1553.jpg	75.80	48.84	53.58	40.73	56.67	75.78
1554.jpg	90.77	78.64	77.40	11.91	88.18	90.78
1555.jpg	49.45	35.22	35.25	28.33	35.86	49.81
1556.jpg	87.30	77.55	86.96	61.02	88.39	87.14
1557.jpg	58.34	32.70	38.09	13.37	39.20	56.67
1558.jpg	78.09	51.93	60.43	47.22	59.60	78.70
1559.jpg	67.94	31.50	59.85	29.78	66.84	68.40
156.jpg	55.66	28.52	33.25	27.33	36.02	56.08
1560.jpg	43.33	45.17	43.74	43.80	45.26	44.05
1561.jpg	58.37	58.26	58.89	55.85	59.63	58.89
1562.jpg	61.14	60.36	60.35	62.97	64.47	61.20
1563.jpg	53.78	39.06	43.61	45.12	51.09	56.58
1564.jpg	56.09	54.48	57.85	53.60	57.77	56.83
1565.jpg	47.42	22.41	25.36	19.01	30.25	47.10
1566.jpg	79.56	51.66	61.66	34.77	66.87	79.99
1567.jpg	71.29	64.34	65.85	58.03	69.49	71.02
1568.jpg	83.04	80.70	81.63	61.12	82.15	83.13
1569.jpg	75.05	35.10	34.36	12.79	39.76	58.11
157.jpg	70.99	33.26	61.84	36.87	63.75	70.54
1570.jpg	75.73	29.60	32.71	25.58	41.43	76.32
1571.jpg	87.50	45.59	69.21	39.39	70.10	88.34
1572.jpg	91.02	82.13	88.46	88.40	91.16	91.46
1573.jpg	53.97	50.13	53.56	43.97	56.70	55.12
1574.jpg	75.66	71.95	73.94	72.90	74.86	75.63
1575.jpg	91.50	69.97	72.01	48.71	89.94	91.75
1576.jpg	71.32	61.65	65.59	62.62	68.64	71.62
1577.jpg	51.43	39.57	35.66	34.30	40.72	47.69
1578.jpg	50.61	47.94	51.93	43.92	50.99	50.89
1579.jpg	91.70	83.68	80.16	76.36	86.61	91.91
158.jpg	83.51	78.67	77.71	73.56	82.42	84.57
1580.jpg	82.36	77.46	81.10	76.16	82.36	82.66
1581.jpg	34.03	15.46	24.95	13.17	26.81	33.92
1582.jpg	72.79	63.46	65.37	63.62	66.83	73.12
1583.jpg	53.80	35.23	39.29	32.31	38.06	53.52
1584.jpg	39.89	30.47	35.81	24.88	31.77	35.46
1585.jpg	86.30	41.66	46.23	27.71	52.00	86.52
1586.jpg	77.20	46.80	54.14	31.93	62.16	73.25
1587.jpg	55.30	18.21	27.65	29.56	33.57	43.45
1588.jpg	74.96	72.80	74.64	69.58	75.60	75.28
1589.jpg	54.79	27.00	38.39	28.10	40.54	56.19
159.jpg	63.74	58.97	64.42	60.41	65.54	64.07
1590.jpg	83.85	80.17	55.75	53.22	82.51	84.27
1591.jpg	39.73	30.59	41.92	35.29	41.85	43.11
1592.jpg	90.44	46.15	44.98	36.72	71.88	89.15
1593.jpg	63.21	52.16	60.19	40.60	59.04	63.51
1594.jpg	84.41	79.43	75.73	78.77	79.81	83.59
1595.jpg	24.76	28.10	28.39	26.35	28.89	27.89
1596.jpg	85.53	45.37	59.52	37.02	63.11	85.49
1597.jpg	67.20	46.39	42.07	32.27	46.73	68.39
1598.jpg	80.69	76.64	79.08	75.22	78.61	81.37
1599.jpg	78.79	68.96	71.04	35.44	74.45	78.83
16.jpg	45.80	40.51	46.60	24.49	45.51	45.67
160.jpg	66.71	49.15	42.02	43.76	50.49	67.11
1600.jpg	85.40	79.90	80.77	74.89	83.00	87.36
1601.jpg	58.83	61.38	58.82	58.05	63.69	61.01
1602.jpg	45.06	31.30	37.80	21.85	42.68	45.65
1603.jpg	60.07	33.89	55.64	29.13	46.59	63.12
1604.jpg	80.32	63.32	76.53	64.13	78.68	80.84
1605.jpg	30.88	34.08	34.74	39.01	44.33	32.18
1606.jpg	63.68	14.86	18.97	12.88	25.93	62.39
1607.jpg	58.66	48.90	59.54	54.01	60.36	58.80
1608.jpg	82.15	51.63	72.24	51.70	75.48	82.47
1609.jpg	69.58	47.50	48.74	42.87	63.52	70.20
161.jpg	65.05	56.17	36.41	32.11	57.38	65.30
1610.jpg	63.27	53.67	45.13	50.00	55.78	68.40
1611.jpg	70.93	68.64	66.55	58.05	74.58	73.16
1612.jpg	71.54	44.74	45.12	44.52	45.39	62.40
1613.jpg	29.37	19.08	28.05	20.88	28.30	30.35
1614.jpg	88.74	70.45	84.42	55.69	83.67	89.11
1615.jpg	71.72	56.22	69.43	61.52	70.26	72.34
1616.jpg	55.51	42.35	41.78	37.50	44.44	55.59
1617.jpg	27.60	29.63	23.87	13.39	28.08	27.60
1618.jpg	64.74	42.60	51.57	31.50	55.14	65.16
1619.jpg	56.03	41.03	47.11	34.94	48.81	57.83
162.jpg	65.97	60.12	49.73	36.26	62.30	65.78
1620.jpg	76.00	75.16	69.97	64.20	76.33	76.05
1621.jpg	92.40	84.49	82.51	68.08	88.72	92.40
1622.jpg	77.31	70.08	62.28	53.61	77.79	77.77
1623.jpg	50.19	37.18	43.76	30.61	49.19	51.34
1624.jpg	64.11	45.36	37.81	26.67	45.72	55.35
1625.jpg	41.98	35.45	37.25	30.01	39.84	43.04
1626.jpg	71.64	64.65	64.54	67.22	71.27	71.94
1627.jpg	55.85	47.83	51.67	46.73	52.14	56.37
1628.jpg	48.84	30.59	44.33	34.74	40.24	49.14
1629.jpg	81.94	54.75	64.48	15.87	71.23	81.78
163.jpg	39.35	37.32	36.47	29.09	40.29	40.52
1630.jpg	74.31	70.49	73.88	32.95	73.65	74.34
1631.jpg	55.33	54.77	52.78	50.56	57.78	56.34
1632.jpg	83.18	63.10	80.54	56.96	81.71	82.56
1633.jpg	77.49	57.63	74.79	63.35	74.52	78.23
1634.jpg	65.57	47.38	57.23	45.31	59.70	65.57
1635.jpg	39.09	48.45	36.83	42.36	44.63	39.86
1636.jpg	69.64	67.49	68.34	65.96	69.23	70.19
1637.jpg	56.87	39.16	40.68	12.44	42.24	53.11
1638.jpg	64.74	70.58	47.08	29.40	74.17	77.92
1639.jpg	90.87	80.02	80.16	79.64	83.41	90.70
164.jpg	75.26	61.65	65.86	65.83	70.37	76.07
1640.jpg	71.49	36.24	47.77	33.54	45.80	72.36
1641.jpg	63.86	48.13	50.54	45.84	54.25	62.16
1642.jpg	59.47	57.35	59.58	49.19	57.24	59.39
1643.jpg	92.11	91.30	88.71	54.55	93.15	92.77
1644.jpg	83.72	79.41	77.91	75.66	85.83	85.53
1645.jpg	46.66	40.94	45.28	40.27	48.96	49.73
1646.jpg	84.94	67.54	71.68	59.20	70.73	84.99
1647.jpg	41.86	17.32	53.41	18.77	32.50	42.29
1648.jpg	68.37	63.79	52.49	57.66	67.80	68.73
1649.jpg	94.61	74.23	93.39	73.30	94.92	95.13
165.jpg	59.77	51.81	47.56	45.51	52.90	60.42
1650.jpg	65.10	15.95	41.49	20.40	49.15	63.73
1651.jpg	85.93	61.72	63.69	59.05	64.65	86.39
1652.jpg	59.53	50.04	45.04	47.19	51.77	59.35
1653.jpg	55.44	50.31	61.24	39.55	61.91	56.93
1654.jpg	71.04	53.57	61.36	52.91	62.90	71.98
1655.jpg	72.53	51.96	66.33	55.91	71.88	73.66
1656.jpg	92.61	60.98	59.18	40.50	73.07	93.00
1657.jpg	88.13	42.13	40.42	32.41	70.95	87.45
1658.jpg	33.36	23.42	26.22	24.00	27.05	34.28
1659.jpg	38.61	38.59	51.41	37.58	42.90	38.80
166.jpg	63.70	39.94	62.20	34.25	61.03	63.73
1660.jpg	79.77	73.44	67.56	68.09	74.43	80.22
1661.jpg	67.97	50.41	56.27	43.27	61.89	68.13
1662.jpg	77.48	60.91	72.22	58.18	66.33	77.78
1663.jpg	68.49	54.39	64.25	56.10	63.59	68.99
1664.jpg	75.66	70.54	70.35	72.23	74.53	75.80
1665.jpg	56.68	52.52	33.65	28.71	54.53	57.78
1666.jpg	76.47	31.91	37.12	31.39	37.31	60.47
1667.jpg	64.01	55.13	54.17	47.37	59.61	63.29
1668.jpg	91.68	82.90	84.99	77.74	86.64	92.49
1669.jpg	59.98	61.69	60.65	42.39	61.63	60.50
167.jpg	69.15	52.57	65.83	32.78	67.19	70.39
1670.jpg	55.64	33.76	49.82	30.26	43.25	55.62
1671.jpg	80.05	40.71	40.61	39.21	40.92	66.16
1672.jpg	78.57	65.56	68.09	63.66	69.43	78.80
1673.jpg	92.84	50.80	57.96	40.99	71.60	92.95
1674.jpg	63.40	19.54	26.47	18.11	32.05	63.45
1675.jpg	64.33	41.77	48.79	41.91	57.32	65.68
1676.jpg	51.30	42.98	46.65	42.59	50.44	53.71
1677.jpg	39.20	33.75	35.18	34.80	37.57	38.90
1678.jpg	80.50	65.21	68.24	55.83	74.66	80.86
1679.jpg	58.69	48.66	50.59	49.03	55.28	59.76
168.jpg	90.19	88.62	82.67	77.71	90.30	90.57
1680.jpg	72.15	50.51	50.66	50.08	50.33	65.75
1681.jpg	75.94	64.11	64.62	61.44	69.91	78.02
1682.jpg	61.01	70.87	66.40	45.28	67.29	61.85
1683.jpg	88.90	42.34	58.83	38.78	65.22	88.27
1684.jpg	61.38	55.88	52.30	51.63	56.06	61.42
1685.jpg	75.21	74.05	74.40	72.88	74.95	75.37
1686.jpg	74.62	36.98	39.32	29.59	42.45	76.21
1687.jpg	68.44	65.12	64.42	69.99	71.67	70.96
1688.jpg	88.97	68.75	66.42	65.29	68.13	83.32
1689.jpg	90.73	86.52	69.05	55.15	86.96	90.94
169.jpg	86.07	56.35	59.26	56.16	60.04	86.70
1690.jpg	77.10	29.82	54.19	22.40	64.23	77.38
1691.jpg	66.31	46.17	38.35	30.82	42.61	69.11
1692.jpg	68.74	22.59	51.16	9.56	45.48	62.17
1693.jpg	60.49	55.23	59.55	60.48	61.47	61.44
1694.jpg	49.92	48.14	50.17	48.41	50.45	50.57
1695.jpg	88.23	68.46	71.40	63.31	68.79	84.79
1696.jpg	62.10	64.95	58.34	48.75	71.70	68.37
1697.jpg	83.13	65.08	82.85	77.22	84.82	83.53
1698.jpg	23.35	19.42	52.30	15.39	19.47	22.83
1699.jpg	73.05	73.25	73.66	58.08	74.05	73.53
17.jpg	54.31	61.70	56.52	33.80	65.27	60.94
170.jpg	61.58	58.96	59.29	50.70	61.11	61.62
1700.jpg	74.38	58.09	64.34	58.64	72.56	74.60
1701.jpg	75.86	59.12	70.75	56.35	82.36	77.77
1702.jpg	82.54	56.81	75.51	48.18	73.86	83.74
1703.jpg	68.06	46.62	62.94	49.74	65.67	67.88
1704.jpg	36.33	35.90	45.18	28.39	42.86	36.94
1705.jpg	60.37	42.60	43.05	31.62	47.90	59.57
1706.jpg	32.35	28.46	33.59	24.74	32.73	33.11
1707.jpg	67.93	52.29	55.51	54.06	61.27	68.34
1708.jpg	52.12	39.12	40.52	25.44	43.58	53.55
1709.jpg	80.38	77.46	75.22	68.93	79.11	80.33
171.jpg	65.20	65.78	64.91	39.85	65.78	65.24
1710.jpg	48.29	38.93	43.99	38.41	44.03	48.92
1711.jpg	58.16	30.11	40.02	30.25	42.76	55.17
1712.jpg	79.39	25.04	54.89	32.01	65.43	79.28
1713.jpg	69.61	61.81	61.88	58.63	64.68	70.36
1714.jpg	59.43	49.31	69.24	48.52	58.07	59.65
1715.jpg	48.73	36.23	37.14	29.01	39.25	48.80
1716.jpg	73.02	22.16	62.97	39.21	64.70	73.54
1717.jpg	88.76	64.75	70.36	61.71	73.64	84.42
1718.jpg	41.67	36.89	33.53	41.50	38.61	42.14
1719.jpg	76.65	66.79	81.03	44.48	80.24	77.08
172.jpg	72.16	26.19	37.55	19.42	39.70	66.54
1720.jpg	70.28	44.90	66.65	47.85	68.19	71.16
1721.jpg	55.92	38.13	62.63	30.83	53.65	57.38
1722.jpg	74.80	51.60	68.95	15.61	71.69	75.69
1723.jpg	80.90	70.30	78.68	77.43	81.51	81.72
1724.jpg	43.95	57.71	49.57	59.79	59.07	49.71
1725.jpg	56.43	54.09	54.41	54.87	55.65	56.78
1726.jpg	82.54	55.76	67.73	42.30	70.76	78.06
1727.jpg	89.19	68.65	76.16	40.31	78.50	89.29
1728.jpg	88.76	69.26	73.58	70.96	81.04	89.24
1729.jpg	91.67	76.04	73.78	72.59	83.16	85.53
173.jpg	56.66	42.66	42.33	30.80	50.22	56.32
1730.jpg	77.93	27.14	46.06	12.52	46.85	78.17
1731.jpg	72.10	66.49	67.71	56.64	71.69	72.49
1732.jpg	25.17	14.37	25.43	4.11	18.37	25.10
1733.jpg	71.42	36.98	38.03	36.53	44.34	71.79
1734.jpg	71.61	65.33	65.17	57.16	68.80	72.38
1735.jpg	78.98	44.48	63.74	43.57	65.00	79.49
1736.jpg	67.47	52.96	49.75	39.31	54.74	66.39
1737.jpg	17.99	19.32	18.50	13.42	19.44	18.37
1738.jpg	66.73	64.96	61.73	46.09	69.29	67.17
1739.jpg	75.36	53.19	68.27	48.93	72.80	75.62
174.jpg	78.30	68.79	75.55	64.16	77.14	80.11
1740.jpg	68.80	64.47	75.13	66.52	71.15	69.00
1741.jpg	80.92	44.67	63.41	45.88	65.57	81.99
1742.jpg	52.36	40.05	40.74	37.11	43.38	52.21
1743.jpg	43.21	44.15	43.32	28.43	45.34	43.41
1744.jpg	65.53	41.06	58.50	28.07	62.95	65.70
1745.jpg	69.70	52.77	54.74	39.30	55.79	70.99
1746.jpg	82.93	71.06	73.38	63.87	74.26	81.34
1747.jpg	77.57	61.32	75.75	72.22	77.91	79.19
1748.jpg	93.16	90.67	74.55	60.63	93.93	93.98
1749.jpg	40.32	32.88	37.75	31.43	39.01	40.72
175.jpg	66.98	52.28	52.51	47.66	57.10	68.84
1750.jpg	80.46	79.07	81.34	76.39	80.49	80.73
1751.jpg	91.36	75.13	77.35	71.82	81.08	91.75
1752.jpg	89.29	84.53	92.39	38.93	93.29	89.32
1753.jpg	53.51	51.05	89.16	46.73	58.69	55.32
1754.jpg	85.03	70.88	82.65	65.11	81.63	85.60
1755.jpg	52.14	46.27	55.28	48.07	53.71	53.09
1756.jpg	79.84	47.28	60.52	38.10	64.22	78.16
1757.jpg	70.70	47.28	64.01	65.64	69.73	76.52
1758.jpg	94.02	84.20	92.36	82.99	93.27	94.56
1759.jpg	68.18	63.35	58.94	56.19	63.66	68.28
176.jpg	79.35	69.24	67.28	63.26	71.26	79.44
1760.jpg	63.41	27.29	43.68	26.41	49.56	61.24
1761.jpg	59.51	22.27	36.14	22.31	29.20	51.61
1762.jpg	72.71	21.95	62.81	39.29	64.57	73.26
1763.jpg	47.66	38.73	43.55	36.97	42.66	47.86
1764.jpg	92.06	49.53	42.62	40.09	57.12	92.65
1765.jpg	58.62	30.28	34.82	12.17	40.64	57.85
1766.jpg	61.69	41.85	48.33	43.79	51.68	61.43
1767.jpg	46.55	26.44	17.95	13.86	29.27	46.73
1768.jpg	45.56	35.45	44.09	42.23	46.80	46.12
1769.jpg	34.37	28.43	34.91	25.06	32.77	34.89
177.jpg	80.66	72.84	75.71	75.97	83.26	81.34
1770.jpg	43.93	34.70	31.74	26.12	35.27	43.43
1771.jpg	71.64	68.03	67.30	64.49	70.04	72.69
1772.jpg	80.58	56.46	56.44	52.99	60.21	81.00
1773.jpg	50.46	29.62	34.09	20.16	38.34	49.89
1774.jpg	64.05	27.77	44.31	30.84	43.00	65.16
1775.jpg	74.31	48.11	49.61	46.21	53.39	65.04
1776.jpg	79.32	54.33	55.40	50.47	64.00	79.82
1777.jpg	79.27	47.30	46.78	43.94	65.43	79.46
1778.jpg	75.00	74.04	70.82	69.59	75.04	75.10
1779.jpg	64.02	56.41	60.23	52.36	60.20	64.86
178.jpg	79.58	35.67	37.31	30.46	44.00	77.21
1780.jpg	51.41	52.54	54.00	50.79	52.71	52.22
1781.jpg	64.70	25.79	39.10	25.32	48.16	61.50
1782.jpg	75.35	65.40	73.02	62.72	77.26	75.62
1783.jpg	76.44	52.69	53.02	44.09	56.47	76.67
1784.jpg	85.54	67.37	78.93	59.20	84.56	87.22
1785.jpg	69.55	49.17	61.54	46.72	61.30	69.58
1786.jpg	85.64	56.47	67.02	51.20	72.95	88.48
1787.jpg	13.42	2.91	8.88	1.74	9.32	13.52
1788.jpg	74.76	72.75	74.32	67.28	75.66	74.94
1789.jpg	65.41	51.06	65.88	51.94	64.01	66.15
179.jpg	78.94	67.36	73.42	63.81	72.78	78.61
1790.jpg	71.57	59.79	57.33	57.34	63.72	71.66
1791.jpg	69.31	58.15	61.50	44.08	64.75	69.36
1792.jpg	47.76	37.51	40.52	38.54	44.75	47.95
1793.jpg	82.66	73.19	81.29	45.35	80.94	82.70
1794.jpg	75.52	48.75	52.88	38.69	69.11	75.84
1795.jpg	87.18	27.60	45.72	38.15	48.22	87.93
1796.jpg	48.91	48.45	47.75	45.16	50.38	49.38
1797.jpg	76.99	46.95	74.94	37.18	68.90	77.72
1798.jpg	88.41	79.07	73.20	61.63	75.61	88.51
1799.jpg	78.82	48.62	57.18	38.63	60.97	78.86
18.jpg	43.91	43.19	45.67	42.33	45.61	44.98
180.jpg	74.47	64.38	66.46	51.70	72.94	74.70
1800.jpg	71.14	54.93	72.04	64.31	69.69	71.18
1801.jpg	68.65	52.21	71.13	58.67	66.86	68.98
1802.jpg	84.35	82.94	84.75	65.49	84.95	84.74
1803.jpg	92.68	82.18	75.59	68.40	87.86	92.96
1804.jpg	53.84	23.46	34.49	31.77	38.77	53.77
1805.jpg	64.35	50.00	59.06	48.24	56.97	64.25
1806.jpg	47.94	49.05	47.57	39.64	48.85	48.94
1807.jpg	80.23	68.74	71.11	60.09	72.63	78.25
1808.jpg	50.96	50.00	49.55	36.92	52.90	51.33
1809.jpg	74.29	70.96	73.29	69.08	74.49	74.56
181.jpg	82.60	24.80	53.50	26.64	54.62	82.13
