Image	Model1	Model2	Model3	Model4	MajorityVoting	WeightedVoting
4501.jpg	61.20	38.09	59.36	25.50	60.20	61.38
4503.jpg	78.24	77.58	78.48	71.79	78.51	78.30
4504.jpg	66.82	4.25	50.40	4.22	45.89	64.50
4505.jpg	67.53	49.09	55.71	26.54	58.94	66.82
4506.jpg	77.98	61.24	57.75	40.19	64.85	76.44
4507.jpg	13.54	16.73	23.67	18.83	22.08	18.17
4508.jpg	84.81	69.33	84.60	56.18	83.78	84.84
451.jpg	88.26	38.55	39.28	39.69	50.13	86.75
4509.jpg	79.62	73.16	72.25	60.84	78.68	79.60
4510.jpg	58.98	54.38	70.13	42.40	68.45	64.16
4511.jpg	65.65	62.59	62.94	62.49	62.99	65.76
4513.jpg	59.56	61.62	51.88	51.20	59.17	59.49
4512.jpg	85.14	65.04	69.11	64.47	70.35	85.07
4514.jpg	93.00	87.43	68.62	62.06	89.80	92.80
4515.jpg	88.92	87.54	86.34	91.37	93.04	89.35
4516.jpg	59.04	58.24	57.38	58.71	58.77	59.09
4517.jpg	64.85	38.84	59.72	38.85	60.83	64.48
4518.jpg	94.18	94.07	86.31	82.04	90.33	94.24
4519.jpg	55.95	46.03	41.53	32.07	45.70	51.55
452.jpg	75.40	45.55	63.51	28.89	67.36	74.09
4521.jpg	77.52	69.80	74.31	67.02	74.96	77.41
4520.jpg	90.42	89.24	40.37	39.85	94.45	93.49
4522.jpg	87.22	88.76	84.82	63.81	88.40	87.70
4524.jpg	35.24	32.11	35.79	34.75	35.81	35.39
4523.jpg	82.64	44.61	46.45	45.31	46.87	79.22
4525.jpg	50.41	32.85	48.18	35.85	44.62	50.55
4526.jpg	65.29	52.10	55.03	41.87	55.71	65.30
4527.jpg	79.53	73.38	72.44	74.63	82.79	81.29
4529.jpg	71.85	60.30	61.26	41.32	60.97	71.01
4528.jpg	87.23	70.31	76.11	38.23	77.39	88.68
453.jpg	37.40	5.86	22.82	4.61	23.19	37.33
4530.jpg	67.40	50.75	43.87	2.95	66.69	67.47
4531.jpg	71.26	68.41	66.70	58.39	68.56	71.42
4532.jpg	74.68	44.32	59.83	43.64	62.70	74.52
4533.jpg	71.46	67.87	69.89	65.56	69.87	71.68
4534.jpg	82.20	69.42	70.70	65.07	72.95	78.43
4535.jpg	80.23	56.51	77.80	49.29	76.92	79.39
4536.jpg	48.42	22.41	22.91	23.20	36.63	47.76
4537.jpg	99.56	94.25	91.41	88.96	96.64	99.07
4538.jpg	69.92	57.72	58.14	54.34	64.54	70.20
4539.jpg	62.79	55.12	61.43	52.10	61.28	62.89
4540.jpg	69.90	61.49	53.19	46.63	58.70	65.72
454.jpg	72.52	48.10	79.60	34.37	67.46	71.88
4542.jpg	70.68	64.63	70.04	71.07	71.04	71.00
4541.jpg	91.58	82.04	81.33	81.49	83.24	89.82
4543.jpg	92.15	68.02	39.30	39.37	71.66	94.14
4544.jpg	58.95	40.50	14.14	8.82	38.81	63.40
4545.jpg	86.89	64.81	72.44	63.21	80.40	84.88
4546.jpg	84.72	67.96	67.03	65.71	66.81	83.08
4547.jpg	91.33	89.58	52.08	50.56	88.93	91.36
4548.jpg	37.57	39.78	39.33	15.66	39.56	38.14
4549.jpg	32.61	26.29	35.02	25.38	28.33	31.26
455.jpg	84.63	45.76	51.76	51.21	54.33	84.40
4550.jpg	72.88	66.65	69.37	64.52	69.35	72.48
4551.jpg	80.87	78.56	62.41	60.35	78.99	81.75
4552.jpg	68.26	69.39	68.00	66.09	68.09	68.22
4553.jpg	54.61	40.87	50.55	29.59	49.42	54.82
4554.jpg	91.09	73.25	64.68	23.78	84.81	90.95
4555.jpg	58.68	56.26	46.56	30.38	52.38	56.95
4556.jpg	94.63	80.77	66.00	65.85	88.91	94.08
4557.jpg	73.65	51.75	50.29	30.70	56.14	73.60
4558.jpg	80.83	74.62	60.30	13.14	76.47	80.98
4559.jpg	57.54	40.82	47.51	40.66	42.43	56.66
456.jpg	96.47	61.75	76.07	64.77	76.07	95.68
4560.jpg	94.82	78.28	84.76	83.34	85.18	94.65
4561.jpg	76.13	48.71	55.66	39.63	58.11	75.42
4562.jpg	55.97	43.94	49.14	43.43	48.79	55.39
4563.jpg	63.61	45.02	46.39	46.81	49.38	61.47
4564.jpg	60.25	44.62	49.55	42.24	48.74	59.22
4565.jpg	72.23	66.39	67.06	68.82	67.88	71.67
4566.jpg	75.34	61.26	65.20	56.59	66.17	70.91
4567.jpg	69.83	61.71	64.10	60.68	67.04	69.83
4568.jpg	54.35	51.06	47.13	47.12	52.27	54.42
4569.jpg	78.67	65.14	65.34	64.69	65.37	74.47
457.jpg	76.75	42.87	68.77	54.89	69.05	76.90
4570.jpg	78.10	50.53	70.54	40.94	70.42	77.90
4571.jpg	76.44	62.07	51.70	39.75	72.30	76.36
4572.jpg	71.15	22.01	47.19	39.20	45.33	61.00
4574.jpg	67.81	64.17	76.16	63.25	72.23	72.82
4573.jpg	47.57	36.18	46.49	42.11	45.21	47.59
4575.jpg	43.80	68.69	66.73	37.63	65.01	44.37
4577.jpg	78.25	73.96	71.82	66.63	74.81	80.09
4576.jpg	86.86	84.59	85.94	82.39	86.33	86.85
4578.jpg	59.52	38.76	52.74	53.85	54.74	57.15
4579.jpg	63.09	8.09	35.94	19.51	33.97	62.03
458.jpg	91.72	59.49	53.46	47.64	62.30	90.51
4580.jpg	78.74	61.01	66.73	50.44	70.14	78.83
4581.jpg	67.38	51.26	41.68	74.21	73.98	71.67
4582.jpg	49.25	41.38	41.03	21.18	52.15	51.70
4583.jpg	83.04	73.32	69.80	43.79	76.06	81.40
4584.jpg	77.05	63.23	70.98	59.55	69.46	76.49
4585.jpg	79.86	72.14	70.34	65.55	70.99	79.82
4586.jpg	82.39	41.37	41.36	41.37	58.74	81.78
4587.jpg	90.15	78.16	66.67	66.22	78.08	89.15
4588.jpg	88.89	88.04	88.94	87.04	89.06	89.06
4589.jpg	92.67	85.76	50.35	49.68	80.95	92.76
459.jpg	67.54	42.24	52.38	48.38	52.47	67.06
4590.jpg	61.88	54.68	53.47	52.18	56.66	66.11
4591.jpg	89.56	69.93	87.36	80.72	91.73	89.65
4592.jpg	75.52	33.70	35.98	24.44	36.62	75.00
4593.jpg	71.22	44.78	65.05	37.45	64.93	70.95
4595.jpg	76.81	57.74	63.28	59.58	67.83	74.71
4594.jpg	83.32	17.03	17.00	17.03	17.12	82.03
4596.jpg	65.15	47.95	47.93	39.64	52.43	63.91
4597.jpg	69.62	74.18	70.03	65.16	71.37	68.66
4598.jpg	23.72	23.25	42.76	18.07	23.98	23.93
4599.jpg	67.85	65.10	67.32	41.25	67.91	67.94
46.jpg	55.42	51.68	53.96	33.13	53.32	55.39
460.jpg	69.78	38.92	61.55	40.24	61.51	69.78
4601.jpg	75.37	68.47	71.15	48.87	69.98	74.43
4600.jpg	37.21	28.02	49.10	32.14	36.33	37.86
4602.jpg	75.63	66.18	68.49	63.65	70.57	75.66
4603.jpg	33.71	35.28	32.61	34.39	36.98	34.71
4604.jpg	63.38	59.38	64.49	63.75	64.57	64.00
4605.jpg	95.27	79.68	57.12	55.40	88.90	95.91
4607.jpg	36.22	34.31	26.75	27.68	30.83	35.89
4606.jpg	78.34	68.64	70.07	42.51	73.70	77.93
4608.jpg	92.86	77.41	71.73	73.43	79.84	92.84
4609.jpg	81.80	50.66	70.35	51.39	68.94	81.29
461.jpg	64.37	41.26	66.01	35.36	58.30	64.21
4610.jpg	53.45	35.59	43.73	31.46	45.19	53.48
4611.jpg	64.69	54.10	52.96	27.99	54.12	63.37
4612.jpg	73.22	62.43	55.43	46.96	62.92	72.58
4614.jpg	77.61	42.62	65.84	36.87	61.71	73.23
4613.jpg	87.44	72.96	74.50	45.41	85.38	87.77
4615.jpg	79.38	44.31	48.28	48.48	53.46	75.79
4616.jpg	41.62	38.81	38.42	38.78	39.27	43.45
4617.jpg	57.34	28.49	35.98	33.47	37.03	53.93
4619.jpg	82.63	64.59	74.54	58.08	75.82	82.68
4618.jpg	19.87	2.61	2.79	2.58	2.76	13.72
462.jpg	67.30	55.47	56.95	46.87	61.44	68.24
4620.jpg	75.52	51.26	48.52	34.13	50.80	71.21
4621.jpg	71.87	42.15	65.45	40.64	62.77	72.30
4622.jpg	86.90	75.10	77.69	75.65	82.94	86.92
4623.jpg	75.47	61.35	67.90	63.93	70.76	75.55
4624.jpg	45.19	34.07	36.15	34.83	37.53	44.63
4625.jpg	31.23	42.34	42.92	37.20	43.78	39.00
4626.jpg	63.96	54.67	56.63	54.33	58.89	63.80
4627.jpg	70.75	72.26	70.95	67.55	73.35	73.78
4629.jpg	87.93	79.95	62.76	60.67	69.61	83.39
463.jpg	70.61	32.67	36.70	36.11	37.06	70.44
4628.jpg	65.44	21.02	21.83	15.33	21.57	61.72
4630.jpg	86.32	59.98	81.89	70.90	81.52	86.40
4631.jpg	20.55	26.38	19.73	20.96	25.63	20.69
4633.jpg	90.64	90.04	69.77	65.11	87.09	89.97
4632.jpg	82.18	69.77	67.50	62.50	70.69	81.90
4634.jpg	94.47	79.70	84.19	81.62	94.28	94.59
4635.jpg	61.51	60.67	60.11	53.74	60.80	61.52
4636.jpg	51.41	40.63	49.79	35.04	44.44	52.51
4637.jpg	12.04	0.68	0.68	0.66	0.68	11.06
4638.jpg	82.62	46.66	52.36	47.97	52.38	80.72
4639.jpg	53.88	53.11	51.74	45.99	53.94	54.60
464.jpg	84.37	62.22	64.97	54.64	66.27	83.49
4640.jpg	84.45	56.89	64.45	64.41	79.68	84.69
4641.jpg	21.05	20.03	20.92	20.77	21.15	21.06
4642.jpg	65.57	59.47	59.51	55.86	59.48	64.55
4643.jpg	78.37	68.71	72.50	65.74	72.31	78.29
4645.jpg	16.13	16.94	17.52	17.13	17.62	16.77
4644.jpg	86.09	81.50	86.86	55.16	87.10	86.70
4646.jpg	63.45	53.58	67.94	36.55	60.07	63.45
4648.jpg	78.55	9.42	14.81	2.24	13.78	76.01
4647.jpg	68.92	64.12	34.22	29.79	60.74	67.94
4649.jpg	71.81	53.77	57.89	53.32	56.55	68.32
465.jpg	58.88	53.45	39.48	26.00	52.22	58.93
4651.jpg	89.43	75.45	82.50	65.30	82.16	87.67
4650.jpg	89.05	75.66	81.78	51.77	88.36	90.03
4652.jpg	90.39	77.07	79.35	40.38	80.50	90.71
4654.jpg	88.03	35.33	46.84	26.38	84.39	88.23
4653.jpg	87.01	81.06	76.37	76.46	81.47	86.28
4656.jpg	93.60	81.76	66.05	66.81	82.17	93.01
4655.jpg	65.88	63.83	69.08	64.68	68.42	66.48
4657.jpg	90.20	62.79	73.28	74.62	82.67	90.66
4658.jpg	83.26	29.73	50.23	1.12	57.48	83.36
4659.jpg	73.45	65.65	32.87	20.01	61.99	69.68
4661.jpg	84.04	78.34	83.36	78.41	83.14	84.92
466.jpg	93.66	90.09	83.57	87.19	93.45	94.41
4660.jpg	77.36	51.47	62.43	55.76	64.40	78.39
4662.jpg	87.73	61.88	54.00	52.84	68.51	87.15
4663.jpg	59.59	48.88	59.22	55.99	59.27	59.64
4665.jpg	71.82	69.52	69.33	69.49	71.90	71.52
4664.jpg	84.82	58.02	65.01	57.74	64.40	77.58
4666.jpg	58.22	52.63	54.23	51.77	53.58	58.59
4667.jpg	96.36	69.30	82.12	68.25	83.03	95.48
4668.jpg	66.93	66.71	67.10	66.66	67.08	66.97
4669.jpg	87.80	68.04	66.51	52.09	70.01	83.30
467.jpg	39.26	33.03	36.15	28.61	35.91	39.26
4670.jpg	63.71	53.90	57.08	46.95	59.17	63.68
4672.jpg	69.68	63.39	66.51	54.34	66.60	70.02
4671.jpg	71.71	70.30	70.54	69.76	70.57	71.77
4673.jpg	66.84	69.74	61.18	57.25	64.19	66.64
4674.jpg	52.52	27.89	47.58	1.19	49.50	52.48
4675.jpg	85.37	56.82	50.71	37.94	60.30	84.86
4676.jpg	58.31	54.38	53.65	52.61	55.29	58.23
4677.jpg	79.70	42.07	51.21	37.63	53.78	70.78
4678.jpg	93.43	87.94	97.64	86.35	93.44	93.53
4679.jpg	88.73	82.47	50.86	34.29	84.42	88.05
468.jpg	68.30	42.71	44.45	33.91	47.34	69.12
4680.jpg	72.94	45.70	64.15	35.43	63.25	72.94
4681.jpg	83.46	74.38	70.89	37.79	71.89	83.56
4682.jpg	47.03	44.59	53.91	47.18	48.68	47.60
4683.jpg	43.90	43.84	44.09	40.99	44.17	44.26
4684.jpg	93.66	85.36	57.35	58.29	89.79	93.62
4685.jpg	60.16	45.10	52.14	48.94	53.85	60.16
4686.jpg	65.16	45.54	47.68	41.49	47.73	64.56
4687.jpg	85.87	73.49	82.30	51.42	84.66	85.53
4688.jpg	9.27	1.25	3.03	1.31	1.58	7.49
4689.jpg	28.43	2.30	1.06	1.11	2.73	28.66
469.jpg	84.69	58.95	59.14	63.33	64.97	82.93
4690.jpg	55.37	38.95	36.29	35.49	36.18	45.50
4691.jpg	95.62	87.26	90.51	87.70	90.01	95.57
4692.jpg	54.93	55.14	50.08	42.92	56.33	55.12
4693.jpg	76.32	76.79	75.12	67.44	75.77	76.42
4694.jpg	97.84	81.61	83.44	71.19	92.39	96.93
4695.jpg	77.05	78.76	47.38	47.24	76.90	77.85
4696.jpg	73.68	56.59	61.80	41.85	63.25	73.20
4697.jpg	81.34	70.46	71.47	73.06	74.72	81.28
4698.jpg	56.12	44.14	42.88	42.38	45.11	56.32
4699.jpg	84.65	90.02	90.25	78.91	91.54	84.38
47.jpg	96.99	74.89	84.97	71.22	89.01	96.96
470.jpg	80.05	64.64	75.64	69.97	74.68	80.74
4701.jpg	54.69	43.94	48.23	46.36	49.00	54.59
4700.jpg	54.52	49.97	49.62	54.87	56.51	55.46
4703.jpg	88.56	81.33	82.47	81.32	83.88	88.69
4702.jpg	72.66	70.31	83.66	59.89	83.01	74.44
4704.jpg	70.70	34.84	42.85	32.86	41.01	70.12
4705.jpg	56.11	49.25	50.53	52.22	55.07	56.32
4706.jpg	76.32	58.31	69.38	52.10	69.49	77.57
4707.jpg	51.97	39.63	41.64	21.41	42.02	53.16
4708.jpg	68.08	66.27	68.18	64.41	68.35	68.42
4709.jpg	75.61	64.32	69.69	64.28	69.77	75.16
471.jpg	81.09	57.88	67.13	59.35	66.12	77.89
4711.jpg	71.58	68.93	71.57	70.43	71.59	71.59
4710.jpg	81.91	84.61	83.38	76.61	85.18	85.41
4712.jpg	68.47	51.92	55.98	50.39	58.01	68.27
4713.jpg	67.32	53.56	58.18	33.90	62.89	69.06
4714.jpg	79.14	32.45	50.10	22.20	50.22	74.16
4715.jpg	81.21	63.49	64.91	61.77	68.54	81.17
4716.jpg	55.58	46.27	49.25	40.09	53.86	55.75
4717.jpg	59.84	52.88	59.25	42.90	60.03	59.89
4718.jpg	64.07	25.26	51.14	21.44	49.89	65.03
4719.jpg	82.72	83.76	92.28	85.08	87.69	84.88
472.jpg	84.09	60.32	83.37	57.58	80.60	83.72
4720.jpg	57.71	54.82	51.15	47.44	57.42	57.97
4721.jpg	66.64	61.04	59.11	43.98	61.19	65.77
4722.jpg	81.17	39.24	41.53	34.75	50.73	80.68
4723.jpg	47.94	46.56	47.27	21.79	47.93	47.95
4724.jpg	65.69	64.00	63.46	60.93	65.29	65.89
4725.jpg	64.33	56.84	37.55	37.23	52.76	62.84
4726.jpg	83.10	46.00	62.27	40.04	63.84	82.47
4727.jpg	80.90	72.57	49.87	48.10	60.44	79.64
4728.jpg	84.61	75.62	82.26	76.00	81.13	84.17
4729.jpg	59.65	56.50	57.94	39.70	61.57	59.94
473.jpg	97.59	95.85	54.83	54.83	78.04	96.43
4731.jpg	60.54	30.24	47.93	38.32	48.77	58.10
4730.jpg	82.10	62.22	80.72	54.30	78.49	82.19
4732.jpg	87.96	76.55	86.58	67.88	86.59	87.97
4733.jpg	70.13	69.50	68.37	50.97	70.20	70.15
4734.jpg	80.61	66.84	67.17	67.17	67.17	80.43
4735.jpg	72.45	67.81	70.63	69.42	70.38	72.50
4736.jpg	84.89	51.66	50.30	31.76	69.73	84.74
4738.jpg	93.98	83.18	81.07	79.34	85.00	93.86
4737.jpg	87.43	69.38	72.54	67.39	73.57	86.55
4739.jpg	72.29	65.55	70.81	65.61	70.01	72.22
474.jpg	96.92	76.35	41.07	39.17	73.57	92.12
4741.jpg	84.97	75.75	83.85	67.73	84.00	85.08
4740.jpg	77.10	75.83	76.58	76.43	77.87	77.98
4742.jpg	65.58	50.66	43.11	31.30	54.27	66.25
4744.jpg	49.51	53.75	49.70	40.12	51.63	52.86
4743.jpg	86.16	67.59	69.50	58.74	69.48	85.05
4745.jpg	74.89	52.06	71.92	57.89	73.67	74.86
4746.jpg	55.89	31.07	26.71	15.24	34.66	56.13
4747.jpg	82.13	75.73	81.79	72.60	80.72	81.76
4748.jpg	71.19	79.08	68.14	37.89	82.49	71.75
4749.jpg	73.92	72.70	61.85	24.74	70.26	73.93
475.jpg	74.37	20.68	21.55	19.63	32.88	70.61
4750.jpg	67.81	15.30	58.69	25.67	57.16	68.83
4752.jpg	80.52	45.72	55.10	45.46	54.42	80.39
4751.jpg	79.11	20.95	25.88	12.55	25.59	77.12
4754.jpg	32.85	23.89	24.41	19.49	24.58	33.35
4753.jpg	52.44	32.43	29.32	23.79	28.69	52.07
4755.jpg	61.71	49.17	57.03	44.55	59.84	62.24
4756.jpg	0.43	2.24	1.32	1.82	2.18	1.31
4757.jpg	87.28	32.64	43.06	30.37	42.83	85.57
4758.jpg	59.79	65.87	60.80	60.13	62.27	59.95
4759.jpg	66.00	63.59	74.91	62.58	75.74	66.31
476.jpg	81.36	74.46	66.65	54.78	67.78	76.37
4760.jpg	38.58	37.41	39.34	38.70	38.30	38.45
4761.jpg	91.41	87.50	76.05	75.97	83.01	92.52
4762.jpg	51.93	39.24	24.70	19.23	29.28	50.48
4763.jpg	83.15	54.11	58.02	52.59	66.50	75.23
4764.jpg	47.06	38.97	46.67	27.42	45.58	47.66
4766.jpg	62.03	64.68	63.55	59.03	64.07	62.31
4765.jpg	55.26	32.47	44.31	28.94	42.87	54.82
4769.jpg	71.59	75.65	71.59	71.35	75.28	71.60
4767.jpg	92.18	70.47	75.74	72.83	76.63	92.01
4768.jpg	76.10	74.64	82.49	71.31	81.72	76.60
477.jpg	92.93	59.65	79.45	74.16	83.25	84.29
4770.jpg	68.64	73.39	72.43	73.90	74.66	73.54
4771.jpg	17.18	36.15	29.99	29.01	31.40	29.73
4772.jpg	78.15	84.75	84.17	71.91	86.35	82.41
4773.jpg	63.28	71.82	74.56	59.36	72.54	66.07
4774.jpg	86.88	51.69	74.79	37.13	68.81	86.74
4775.jpg	65.95	50.90	50.72	50.50	51.66	65.82
4776.jpg	90.26	85.55	55.95	36.73	78.26	88.02
4777.jpg	90.28	89.09	89.06	89.01	89.07	89.15
4778.jpg	84.07	46.32	47.34	31.87	75.50	84.23
4779.jpg	66.98	61.86	51.37	44.84	63.66	67.19
478.jpg	46.96	15.14	20.75	17.63	22.28	47.48
4780.jpg	79.15	81.90	80.08	80.96	80.28	80.06
4781.jpg	48.39	24.64	30.11	24.67	30.73	49.39
4782.jpg	84.87	81.29	82.76	76.82	82.27	84.80
4783.jpg	54.51	56.03	54.55	54.42	55.05	54.71
4784.jpg	89.21	74.37	88.99	57.62	88.86	89.27
4785.jpg	72.24	37.30	39.97	34.90	40.34	70.57
4786.jpg	62.78	44.89	46.11	46.07	46.20	63.17
4787.jpg	80.16	79.18	78.45	66.38	80.44	80.39
4789.jpg	72.63	79.77	39.87	43.95	45.04	72.03
479.jpg	68.65	30.17	38.27	15.18	49.99	68.80
4788.jpg	13.88	13.49	14.77	14.62	14.85	14.27
4790.jpg	55.07	53.39	62.83	61.56	62.84	55.63
4791.jpg	53.10	32.28	43.76	30.53	43.86	52.90
4792.jpg	65.82	70.64	54.53	50.54	65.35	65.06
4793.jpg	72.97	71.46	78.80	72.16	72.02	72.99
4794.jpg	72.00	35.80	35.63	29.62	36.60	72.15
4795.jpg	68.00	20.90	42.64	20.25	43.40	65.12
4796.jpg	42.30	46.13	40.95	38.07	41.77	42.13
4798.jpg	77.51	74.03	76.91	75.57	76.78	77.55
4797.jpg	43.52	40.87	46.16	31.98	45.57	43.98
4799.jpg	76.23	63.54	66.68	63.03	65.93	75.94
480.jpg	95.07	69.45	80.78	62.03	78.34	94.64
48.jpg	82.43	61.27	70.58	67.18	73.99	82.36
4800.jpg	74.41	67.99	75.52	66.72	75.52	74.80
4801.jpg	80.68	76.35	77.50	76.27	77.87	80.80
4803.jpg	85.84	84.10	79.83	66.09	84.49	85.48
4802.jpg	76.51	79.40	75.31	53.33	80.37	78.95
4804.jpg	63.15	48.30	55.89	50.27	56.08	62.54
4805.jpg	70.26	46.98	52.06	47.54	58.92	68.50
4806.jpg	73.90	55.71	54.88	49.11	58.40	72.97
4807.jpg	76.17	47.14	63.61	48.75	63.56	76.18
4808.jpg	71.02	75.48	73.35	72.80	79.58	73.16
4810.jpg	37.61	34.29	36.35	23.18	35.91	37.60
481.jpg	81.67	55.93	53.68	37.57	67.12	80.87
4811.jpg	62.13	22.57	44.68	23.12	23.45	61.61
4809.jpg	56.75	57.46	58.01	57.79	57.99	57.57
4812.jpg	81.19	59.64	81.25	52.20	79.21	81.81
4814.jpg	49.28	50.45	51.15	45.46	51.15	50.52
4813.jpg	58.34	44.60	51.71	43.66	46.96	57.29
4815.jpg	38.38	25.79	36.63	36.10	36.38	38.44
4818.jpg	33.46	13.92	25.81	14.23	28.23	33.48
4817.jpg	67.38	67.17	69.42	68.54	67.82	67.55
4819.jpg	54.57	61.04	53.21	51.28	55.98	55.19
4816.jpg	60.23	37.14	55.79	34.79	55.65	60.37
482.jpg	97.25	71.02	79.62	51.71	92.21	97.35
4820.jpg	82.50	70.53	58.59	56.74	73.44	82.18
4821.jpg	60.42	52.02	46.38	32.20	55.17	58.71
4822.jpg	48.35	33.01	46.01	40.77	46.61	50.76
4823.jpg	49.37	33.49	32.92	15.89	41.83	51.43
4824.jpg	57.39	31.86	32.40	21.14	38.70	59.53
4825.jpg	49.65	34.07	51.36	51.84	53.24	49.87
4826.jpg	84.32	63.74	82.79	60.37	82.73	84.02
4827.jpg	84.04	28.78	55.88	28.72	55.14	84.26
4828.jpg	66.77	68.02	68.24	47.38	68.48	66.80
4829.jpg	28.48	26.06	27.29	27.36	27.42	29.29
483.jpg	97.37	91.59	95.21	73.32	96.32	97.63
4830.jpg	76.53	70.93	72.79	65.80	73.51	76.50
4831.jpg	96.71	91.31	94.39	83.40	95.47	96.71
4832.jpg	86.83	76.31	70.01	80.73	90.45	87.98
4834.jpg	62.43	51.24	54.46	16.47	55.25	62.75
4833.jpg	55.64	61.19	58.15	56.65	60.86	56.01
4835.jpg	81.33	58.70	48.52	43.15	57.86	80.00
4836.jpg	47.15	40.90	35.45	33.86	39.20	46.10
4837.jpg	67.90	61.99	71.79	49.17	69.45	69.24
4838.jpg	58.59	59.89	58.62	50.64	59.41	58.68
4839.jpg	92.16	83.09	70.26	71.36	82.58	91.49
484.jpg	53.41	71.30	76.91	40.99	74.99	53.04
4840.jpg	85.21	66.69	74.22	62.23	75.47	85.19
4841.jpg	48.77	49.60	50.95	30.38	50.99	48.77
4842.jpg	86.96	71.08	72.55	65.92	78.93	87.34
4843.jpg	92.14	58.57	57.18	53.58	77.23	90.71
4844.jpg	75.70	63.67	72.91	66.44	75.10	76.31
4845.jpg	61.04	47.86	58.72	55.48	60.25	62.16
4847.jpg	79.23	66.47	69.22	66.77	70.85	80.20
4849.jpg	89.94	68.26	53.65	45.01	70.10	87.88
4848.jpg	90.45	55.75	67.34	52.91	77.55	90.05
4846.jpg	67.91	42.07	60.10	48.38	60.85	67.89
485.jpg	85.58	66.44	70.31	62.27	80.23	85.42
4850.jpg	71.21	78.01	76.66	66.67	77.95	74.05
4851.jpg	77.76	49.82	70.91	40.38	68.08	77.98
4852.jpg	43.86	38.37	43.91	30.86	43.84	43.91
4853.jpg	66.42	54.07	54.53	53.47	58.47	66.66
4854.jpg	56.38	44.11	33.71	31.86	37.44	54.98
4856.jpg	61.57	37.52	60.07	48.88	60.44	61.76
4855.jpg	87.14	64.46	77.66	77.42	78.17	86.46
4857.jpg	76.62	72.48	74.64	73.17	76.89	76.68
4858.jpg	89.17	62.80	70.12	63.39	71.33	88.33
4859.jpg	34.79	34.92	24.38	24.54	25.10	34.97
486.jpg	96.90	51.41	66.11	34.60	74.75	93.74
4860.jpg	56.63	40.44	45.60	47.86	50.14	57.86
4861.jpg	33.19	28.59	28.36	28.01	30.66	33.36
4862.jpg	35.30	27.33	32.33	30.48	30.71	33.44
4863.jpg	74.38	53.45	56.69	31.76	56.65	73.54
4864.jpg	82.12	76.49	73.08	70.05	80.70	82.43
4865.jpg	84.04	65.63	81.91	31.37	82.16	82.85
4866.jpg	87.94	30.82	38.41	31.40	38.72	83.83
4867.jpg	67.51	68.10	70.07	68.44	70.75	70.49
4868.jpg	84.69	76.32	44.15	43.02	80.18	84.82
4869.jpg	61.18	46.87	53.84	46.08	54.45	61.37
487.jpg	69.18	46.48	43.29	48.66	52.00	67.46
4871.jpg	55.60	51.87	53.47	52.86	53.49	55.59
4870.jpg	48.22	52.69	43.86	46.68	55.24	52.49
4872.jpg	78.99	75.61	79.52	48.07	79.71	79.04
4873.jpg	83.67	76.16	81.23	81.95	82.30	84.43
4874.jpg	76.32	71.39	75.54	73.25	74.03	76.41
4875.jpg	46.26	52.59	51.70	48.34	56.27	49.03
4876.jpg	57.84	53.75	57.93	57.39	57.82	58.20
4877.jpg	72.07	69.50	73.62	68.03	73.05	72.11
4878.jpg	91.06	91.35	91.50	91.27	92.47	92.18
4879.jpg	41.71	34.15	49.73	36.71	46.93	41.86
488.jpg	89.68	77.91	76.28	58.86	81.04	89.47
4880.jpg	91.05	71.21	83.12	75.31	87.77	91.12
4881.jpg	51.40	8.12	41.72	48.56	49.11	51.10
4882.jpg	88.59	62.98	83.02	85.49	86.96	88.80
4883.jpg	78.19	71.48	72.50	67.13	74.72	78.09
4884.jpg	38.72	39.12	40.22	38.11	40.35	39.30
4886.jpg	36.81	34.71	35.96	35.81	35.97	36.71
4885.jpg	12.66	11.61	19.83	10.81	17.12	15.34
4887.jpg	45.05	13.74	26.79	7.91	25.37	37.28
4888.jpg	47.01	13.39	28.79	12.10	26.61	46.90
4889.jpg	70.00	59.88	66.94	55.40	64.32	71.10
489.jpg	83.53	68.97	73.43	44.63	78.49	83.66
4890.jpg	26.69	13.15	16.48	13.00	17.94	25.13
4891.jpg	65.83	43.32	47.73	30.88	58.73	65.75
4893.jpg	47.10	21.51	32.30	21.78	27.29	44.65
4892.jpg	70.99	57.11	51.36	49.27	60.13	71.29
4894.jpg	77.49	58.94	59.71	54.66	63.44	77.11
4895.jpg	95.42	91.04	59.40	59.11	92.39	95.96
4896.jpg	94.47	69.77	78.35	62.59	80.41	94.09
4897.jpg	25.68	41.35	41.90	20.27	49.90	33.89
4898.jpg	22.94	23.74	19.89	12.15	28.45	23.54
4899.jpg	65.86	16.58	29.37	22.73	29.30	49.22
49.jpg	69.01	16.24	7.42	16.50	16.33	60.39
490.jpg	89.88	66.64	85.53	55.85	78.24	87.60
4900.jpg	84.93	59.40	57.21	41.02	67.64	83.42
4901.jpg	75.98	37.17	39.33	27.31	54.43	75.92
4902.jpg	64.94	12.70	38.98	69.84	58.13	64.07
4903.jpg	43.21	26.86	26.18	24.76	33.03	43.90
4904.jpg	45.99	31.71	32.27	27.16	32.39	45.79
4905.jpg	85.00	82.34	59.81	59.05	71.82	84.94
4906.jpg	80.12	49.74	48.65	44.89	52.78	77.48
4907.jpg	54.21	49.90	54.33	48.86	51.33	54.20
4908.jpg	97.39	60.62	73.39	66.87	72.76	80.45
