Image	Model1	Model2	Model3	Model4	MajorityVoting	WeightedVoting
1404.jpg	80.70	56.47	66.21	57.52	67.72	80.43
1405.jpg	90.36	41.96	42.60	45.50	52.65	89.90
1406.jpg	74.83	36.93	32.06	37.55	60.24	73.88
1407.jpg	93.76	64.39	87.42	53.54	88.40	93.97
1408.jpg	66.61	86.75	60.56	58.23	80.08	66.85
1409.jpg	54.90	55.22	56.40	52.04	56.15	55.30
141.jpg	85.17	50.80	51.83	43.73	52.88	84.60
1410.jpg	94.74	80.83	89.17	80.35	90.44	94.64
1411.jpg	78.08	74.20	72.91	59.39	74.30	77.74
1412.jpg	79.62	57.01	45.44	27.25	59.44	83.13
1413.jpg	83.40	74.30	74.88	61.91	83.28	85.09
1414.jpg	91.32	58.02	68.61	60.60	68.21	83.81
1415.jpg	84.21	56.13	56.52	28.41	65.06	79.21
1416.jpg	60.06	62.25	57.76	55.85	58.18	60.09
1417.jpg	48.33	28.45	38.06	23.36	37.02	46.87
1418.jpg	85.02	56.20	70.33	16.64	73.68	84.66
1419.jpg	43.58	35.12	51.06	36.43	44.20	44.22
142.jpg	67.02	28.53	30.37	30.03	37.25	64.89
1420.jpg	72.41	65.19	61.88	55.07	66.75	72.34
1421.jpg	65.49	54.89	56.58	48.16	56.03	65.84
1422.jpg	46.00	13.88	18.52	12.85	18.83	45.24
1423.jpg	74.86	33.17	39.83	40.12	41.38	74.45
1424.jpg	89.21	50.22	69.98	23.39	81.17	86.89
1425.jpg	83.94	69.72	67.00	65.14	77.03	83.21
1426.jpg	73.60	55.80	83.99	63.39	70.80	73.50
1428.jpg	94.50	68.73	71.36	60.71	83.34	93.83
1427.jpg	72.69	64.02	65.10	58.97	67.74	72.46
1429.jpg	76.69	76.17	78.44	67.86	78.25	76.81
143.jpg	92.70	63.35	58.45	27.91	84.92	92.85
1430.jpg	62.49	48.34	51.16	50.98	57.50	61.29
1431.jpg	80.88	75.61	75.37	64.05	76.10	80.43
1432.jpg	56.19	40.46	37.36	36.19	40.23	56.16
1433.jpg	41.71	44.51	40.71	43.41	41.54	42.20
1434.jpg	90.94	57.90	63.68	33.45	68.04	88.07
1435.jpg	42.49	31.15	23.00	19.63	37.97	43.17
1436.jpg	91.80	72.69	83.90	49.25	89.95	92.94
1437.jpg	78.26	46.20	46.88	36.15	46.69	75.73
1438.jpg	87.42	81.20	77.62	73.76	88.44	87.81
1439.jpg	60.74	46.84	70.69	53.34	58.79	63.32
144.jpg	68.52	70.44	68.95	60.36	68.50	68.39
1440.jpg	70.10	47.36	50.46	45.70	55.72	70.16
1442.jpg	83.51	66.09	69.05	38.08	78.31	83.25
1441.jpg	95.41	59.59	80.84	46.17	83.32	88.45
1443.jpg	97.87	22.09	89.92	57.58	85.40	97.16
1444.jpg	85.58	73.30	70.79	68.78	73.35	85.09
1445.jpg	62.66	46.60	56.84	42.14	54.11	62.54
1446.jpg	72.11	64.72	66.14	64.01	69.60	72.25
1447.jpg	55.53	48.38	49.85	34.76	52.51	55.87
1448.jpg	76.25	73.66	62.88	47.76	76.35	76.27
1449.jpg	68.21	33.52	36.35	34.97	40.37	65.68
145.jpg	81.33	62.52	61.95	60.02	78.21	81.37
1450.jpg	95.50	66.17	68.28	65.64	81.57	93.62
1451.jpg	86.29	69.74	83.35	82.08	83.09	85.34
1452.jpg	81.92	13.66	5.45	5.05	11.53	71.29
1453.jpg	68.29	30.17	29.12	29.38	30.45	65.54
1454.jpg	79.09	32.85	61.78	25.40	70.77	79.38
1455.jpg	77.62	72.36	73.17	65.25	73.32	75.31
1456.jpg	89.50	70.25	70.84	64.83	71.57	88.59
1457.jpg	75.00	74.38	65.22	37.07	76.24	76.43
1458.jpg	74.27	60.53	54.45	44.05	59.74	71.90
1459.jpg	47.54	31.43	43.70	29.61	42.07	47.90
146.jpg	92.22	66.07	50.04	36.72	68.44	91.69
1460.jpg	73.28	66.27	47.37	45.17	61.37	73.63
1461.jpg	72.92	6.43	41.16	35.79	42.11	72.81
1462.jpg	95.97	87.58	88.23	77.85	93.78	96.38
1463.jpg	88.50	77.40	74.36	69.98	82.21	88.43
1464.jpg	65.61	41.99	29.07	31.92	39.64	62.72
1465.jpg	78.85	69.95	72.06	53.17	73.53	78.57
1466.jpg	64.64	53.78	53.06	36.17	53.79	58.40
1467.jpg	64.32	34.96	55.22	39.69	51.70	63.44
1468.jpg	84.95	37.12	63.31	45.25	66.20	84.56
1469.jpg	23.75	7.33	19.87	7.20	8.61	10.69
147.jpg	79.17	67.73	74.77	62.08	78.14	79.42
1470.jpg	63.75	36.38	31.41	27.18	36.53	63.04
1471.jpg	97.31	75.97	57.44	24.34	84.86	96.57
1472.jpg	69.22	55.49	55.68	48.04	58.17	69.22
1473.jpg	88.56	80.33	81.14	74.70	86.09	88.00
1474.jpg	66.12	37.96	41.54	37.12	46.33	65.53
1475.jpg	80.79	78.27	79.39	73.74	81.37	80.91
1476.jpg	78.72	63.72	57.52	47.83	70.32	80.69
1477.jpg	82.58	71.97	77.09	75.29	78.49	82.49
1478.jpg	98.37	87.69	82.43	78.52	93.42	98.11
1479.jpg	89.10	62.57	55.55	57.66	67.69	88.66
148.jpg	99.04	59.57	96.17	52.49	95.95	98.55
1481.jpg	88.94	81.17	70.50	61.46	88.13	89.27
1482.jpg	96.19	64.51	63.47	59.28	64.12	96.61
1480.jpg	91.01	18.74	48.11	40.12	48.79	81.60
1483.jpg	96.70	25.38	79.17	34.79	84.70	92.49
1484.jpg	73.21	6.96	11.79	14.68	10.31	67.44
1485.jpg	93.52	87.15	87.06	61.60	90.92	92.32
1486.jpg	70.05	42.25	43.37	40.09	51.98	69.00
1487.jpg	47.47	45.65	48.99	34.77	48.78	48.40
1488.jpg	86.85	38.17	40.39	31.32	45.88	86.45
1489.jpg	82.68	60.92	61.95	47.20	64.40	80.41
149.jpg	92.40	71.59	63.42	59.59	77.93	92.36
1490.jpg	84.93	82.19	84.76	57.30	85.53	84.94
1491.jpg	76.19	58.09	65.70	40.28	66.84	76.13
1492.jpg	75.32	61.74	69.97	55.82	70.70	75.38
1493.jpg	28.11	20.40	20.17	16.07	20.30	27.94
1494.jpg	87.61	55.99	61.55	67.98	68.48	87.80
1495.jpg	73.63	42.63	46.03	36.21	45.74	70.48
1496.jpg	91.24	33.98	43.84	32.13	51.75	89.02
1497.jpg	85.72	82.42	82.23	81.50	82.45	85.88
1498.jpg	93.99	45.90	94.22	68.03	81.21	93.66
1499.jpg	80.22	72.72	71.37	73.42	79.89	80.66
15.jpg	88.73	80.13	74.81	78.50	83.52	88.47
150.jpg	59.26	40.91	40.85	40.71	44.12	59.45
1500.jpg	95.64	65.80	87.26	70.28	91.52	94.38
1501.jpg	74.60	75.08	77.43	53.35	72.87	74.34
1502.jpg	96.74	58.03	89.11	49.71	86.89	96.35
1503.jpg	74.57	57.54	38.26	34.62	63.64	71.71
1504.jpg	95.69	60.69	77.39	51.36	92.99	96.12
1505.jpg	79.16	57.03	42.73	33.03	71.47	80.35
1506.jpg	82.07	66.12	57.75	30.67	76.61	81.97
1508.jpg	63.41	54.18	25.42	17.70	36.04	54.05
1507.jpg	63.65	17.95	37.93	29.58	34.68	59.27
151.jpg	57.14	62.33	48.59	42.12	52.28	56.86
1509.jpg	59.54	37.09	44.69	33.06	51.61	56.07
1510.jpg	48.53	37.72	46.76	42.32	50.91	49.32
1511.jpg	95.04	84.55	46.78	44.50	85.15	94.69
1512.jpg	94.75	74.87	30.35	27.77	78.38	92.34
1513.jpg	94.65	87.15	68.20	46.86	87.07	91.62
1515.jpg	91.90	47.48	73.99	29.46	78.85	89.29
1514.jpg	78.38	70.98	76.69	71.19	76.81	79.24
1516.jpg	91.73	54.89	47.94	17.34	66.63	89.83
1517.jpg	61.25	45.73	54.24	44.55	53.65	61.52
1518.jpg	89.68	73.78	78.02	76.28	83.54	90.01
1519.jpg	88.21	23.75	72.04	18.62	67.01	87.34
152.jpg	96.52	68.96	67.21	60.00	84.56	96.35
1520.jpg	64.22	56.82	45.38	47.35	63.09	64.28
1521.jpg	92.55	72.04	78.42	76.59	81.29	91.69
1522.jpg	56.71	55.06	56.44	58.69	56.96	56.87
1523.jpg	93.86	84.25	91.96	72.94	93.63	93.93
1524.jpg	73.37	70.68	70.21	54.49	71.53	73.45
1525.jpg	69.92	51.09	48.34	46.48	59.18	70.56
1526.jpg	93.51	76.23	69.93	58.01	81.44	93.24
1527.jpg	68.54	55.45	59.19	53.32	61.36	67.49
1528.jpg	76.18	61.26	64.41	62.52	67.25	76.19
1529.jpg	95.64	71.94	86.27	66.20	85.51	95.65
153.jpg	91.87	54.02	60.50	29.19	69.98	91.99
1530.jpg	82.67	55.38	58.64	58.76	59.44	83.08
1531.jpg	96.92	87.98	72.50	61.77	89.91	95.44
1532.jpg	50.96	20.01	27.14	24.24	30.65	49.00
1534.jpg	84.41	68.63	67.03	64.62	69.82	83.65
1533.jpg	51.64	27.52	27.74	27.47	28.21	51.76
1535.jpg	33.96	32.78	32.97	28.23	34.17	34.26
1537.jpg	56.75	48.95	56.77	41.78	55.55	56.85
1536.jpg	23.60	18.27	20.48	18.07	19.25	23.83
1538.jpg	86.07	57.55	73.91	9.09	73.28	85.44
1539.jpg	69.19	20.79	51.85	27.39	60.49	69.69
154.jpg	52.50	37.19	38.91	30.79	43.52	53.08
1540.jpg	57.57	24.91	42.08	27.32	45.50	57.56
1541.jpg	85.56	76.61	73.63	35.58	79.94	85.33
1542.jpg	40.01	26.78	37.95	29.05	35.83	39.89
1543.jpg	96.85	85.22	85.16	80.07	94.85	96.62
1544.jpg	84.44	71.19	75.88	64.71	78.17	84.05
1545.jpg	79.22	35.58	19.23	15.71	59.73	77.83
1546.jpg	91.74	26.43	55.34	29.80	56.70	91.18
1547.jpg	81.20	38.55	60.33	38.26	61.99	80.18
1548.jpg	75.47	72.23	82.18	72.29	74.34	74.99
1549.jpg	71.80	50.20	43.33	44.11	51.22	62.80
155.jpg	58.78	29.55	26.98	19.09	32.88	56.75
1550.jpg	82.58	47.11	46.91	6.71	57.11	76.80
1552.jpg	57.64	29.77	39.69	28.09	41.34	54.90
1551.jpg	62.58	52.51	57.01	54.32	55.23	62.61
1553.jpg	83.14	44.44	57.05	41.74	57.13	80.32
1554.jpg	86.49	88.10	79.15	13.02	84.73	86.49
1556.jpg	96.51	94.28	91.51	67.19	97.49	97.34
1555.jpg	66.79	34.94	36.54	29.45	37.82	65.65
1557.jpg	67.37	41.40	47.65	15.39	51.96	65.67
1558.jpg	92.12	51.73	64.72	49.66	64.03	91.52
1559.jpg	75.04	44.85	70.55	34.07	80.53	76.85
156.jpg	56.05	44.97	36.30	30.03	46.16	56.34
1560.jpg	71.61	44.98	44.89	44.93	45.02	71.65
1561.jpg	66.01	58.24	59.75	56.76	60.47	66.25
1562.jpg	70.37	61.42	63.67	65.52	68.03	69.20
1563.jpg	67.36	46.18	51.47	50.39	62.21	67.79
1564.jpg	87.07	52.36	57.70	54.47	57.70	80.46
1565.jpg	63.84	33.16	30.21	20.06	43.17	63.69
1566.jpg	95.48	49.49	70.35	40.56	72.63	95.34
1567.jpg	74.75	64.81	71.02	65.23	72.08	74.86
1568.jpg	86.89	81.38	82.81	64.93	82.99	86.63
1569.jpg	85.81	62.31	40.93	16.55	52.32	76.05
157.jpg	86.87	44.61	66.22	41.26	67.51	76.11
1570.jpg	89.17	32.72	38.17	26.82	50.95	88.55
1571.jpg	93.10	56.04	74.80	41.15	76.67	91.96
1573.jpg	57.49	54.08	56.83	47.25	58.19	57.88
1572.jpg	93.33	90.43	91.23	90.56	92.28	92.95
1574.jpg	76.04	77.36	74.64	74.27	75.41	76.05
1575.jpg	90.12	76.46	72.83	51.22	90.63	90.64
1576.jpg	82.50	62.00	68.56	64.69	69.76	83.72
1578.jpg	77.01	46.21	54.76	46.26	53.35	65.38
1577.jpg	92.78	44.97	37.54	35.93	42.55	90.00
158.jpg	85.78	76.66	81.29	75.37	82.70	86.10
1579.jpg	93.79	84.12	81.84	77.50	86.57	93.25
1581.jpg	91.62	27.04	30.91	14.84	37.41	91.33
1580.jpg	84.51	84.25	83.16	77.57	84.01	84.24
1582.jpg	85.97	66.74	68.16	64.43	69.33	82.95
1583.jpg	55.74	35.89	45.28	33.42	39.92	55.50
1585.jpg	85.82	53.44	50.64	30.62	68.26	85.81
1584.jpg	50.64	23.27	39.79	25.60	36.01	45.15
1587.jpg	61.81	51.91	37.86	34.21	44.72	65.31
1586.jpg	63.39	47.65	62.48	35.47	58.83	62.75
1588.jpg	81.95	76.19	76.67	71.34	80.11	82.28
1589.jpg	59.52	34.22	42.46	29.62	50.28	59.59
159.jpg	66.88	59.84	66.79	63.14	66.88	66.98
1590.jpg	88.03	88.81	59.23	55.35	86.95	88.17
1592.jpg	87.62	70.24	51.34	37.72	80.05	85.31
1591.jpg	54.72	37.95	50.61	38.83	45.23	55.46
1593.jpg	83.91	58.65	66.94	42.42	65.44	82.51
1595.jpg	45.58	30.15	28.84	27.36	31.06	46.21
1594.jpg	91.89	80.16	76.63	79.48	79.91	94.23
1596.jpg	95.54	48.37	63.34	37.61	65.94	88.12
1597.jpg	71.93	50.25	45.63	33.83	50.68	72.29
1598.jpg	84.37	79.71	81.45	76.13	80.71	84.49
1599.jpg	88.17	76.13	74.94	39.92	81.96	87.64
16.jpg	60.30	32.99	48.90	26.36	44.03	59.11
160.jpg	78.83	56.52	47.34	45.23	58.55	77.60
1600.jpg	91.06	89.58	83.48	76.15	88.93	91.46
1602.jpg	49.43	29.87	44.75	24.38	45.67	49.43
1601.jpg	67.27	57.96	61.64	61.46	65.72	68.73
1603.jpg	63.24	29.76	61.06	30.85	42.24	59.73
1604.jpg	67.98	81.58	80.63	65.46	79.19	68.14
1605.jpg	44.39	51.90	43.02	45.19	57.31	51.68
1606.jpg	64.15	16.38	22.34	13.13	25.00	59.47
1607.jpg	66.13	58.30	62.91	56.84	61.96	66.17
1608.jpg	95.18	60.04	78.32	54.23	81.92	92.40
1609.jpg	89.51	81.36	63.19	48.73	87.58	88.39
161.jpg	72.26	66.81	40.86	33.41	66.14	71.18
1610.jpg	81.62	55.64	46.55	53.14	61.32	80.73
1611.jpg	88.76	65.68	76.56	63.68	85.48	93.28
1612.jpg	79.70	75.70	48.70	45.88	59.07	77.33
1613.jpg	39.81	30.79	31.03	22.38	33.03	40.16
1614.jpg	94.41	70.78	91.35	59.03	88.77	94.08
1616.jpg	65.86	39.95	44.86	39.58	46.80	61.93
1617.jpg	35.31	23.81	25.06	15.40	31.29	35.28
1615.jpg	72.58	63.42	75.33	64.91	71.46	72.75
1618.jpg	70.76	57.89	57.42	33.59	61.77	68.61
1619.jpg	55.18	40.35	52.49	38.36	51.16	55.27
162.jpg	78.14	53.33	55.41	38.57	68.57	76.05
1620.jpg	81.17	76.71	72.99	65.92	79.98	81.26
1621.jpg	96.06	83.85	83.44	69.48	93.77	95.77
1622.jpg	84.42	75.53	68.46	60.69	84.64	84.38
1623.jpg	78.86	39.94	50.29	36.47	52.82	77.55
1624.jpg	79.97	45.49	44.28	31.17	47.23	69.04
1625.jpg	37.06	27.78	39.56	31.92	35.95	37.63
1626.jpg	66.58	72.29	66.77	69.86	69.23	69.52
1627.jpg	70.93	52.68	55.14	48.96	55.17	70.89
1628.jpg	52.75	41.79	46.19	36.42	42.54	52.76
1629.jpg	85.69	60.31	66.37	17.93	73.45	85.75
163.jpg	53.01	45.67	42.40	33.22	47.08	51.97
1631.jpg	89.36	36.81	57.65	54.14	61.24	86.77
1630.jpg	82.51	74.29	75.09	35.00	75.31	81.49
1632.jpg	86.88	83.76	83.70	58.30	85.40	85.91
1633.jpg	81.11	71.28	78.07	65.63	78.15	81.36
1634.jpg	68.73	64.54	60.12	46.08	64.94	68.16
1635.jpg	77.91	64.20	42.91	48.97	65.33	79.25
1636.jpg	78.00	69.59	69.55	67.67	70.57	78.93
1637.jpg	60.52	35.67	41.34	13.54	41.74	49.52
1638.jpg	75.91	51.38	58.75	36.75	72.47	85.21
1639.jpg	97.83	79.05	80.42	79.75	85.10	97.10
164.jpg	87.20	69.76	70.03	68.95	79.06	86.93
1640.jpg	94.44	37.40	63.11	39.21	53.66	85.33
1641.jpg	72.23	46.88	52.87	48.18	54.45	63.98
1642.jpg	60.63	62.82	60.99	50.00	59.72	60.95
1644.jpg	90.15	60.44	87.61	80.77	93.27	91.70
1643.jpg	98.14	55.19	93.53	55.61	93.83	98.21
1645.jpg	36.28	46.92	48.73	42.97	49.36	41.61
1646.jpg	77.83	68.19	72.62	60.26	73.11	77.77
1647.jpg	27.37	7.39	57.51	20.33	22.33	27.84
1648.jpg	76.87	63.41	57.59	60.19	70.61	77.23
1649.jpg	98.71	97.89	97.31	76.59	98.61	99.13
165.jpg	59.84	57.58	48.56	46.75	57.89	60.59
1650.jpg	63.17	50.77	47.57	22.61	60.94	60.68
1651.jpg	91.41	74.30	66.06	59.71	78.09	91.41
1652.jpg	70.98	50.70	50.26	50.56	58.11	70.65
1653.jpg	76.96	47.87	68.10	46.71	67.63	75.91
1654.jpg	77.61	65.50	65.89	54.90	70.02	77.64
1655.jpg	76.21	60.14	71.74	59.86	74.82	76.30
1656.jpg	97.58	72.23	63.35	41.74	86.41	97.05
1657.jpg	94.10	51.04	44.22	38.41	85.55	92.00
1658.jpg	67.43	39.60	29.94	24.97	45.92	67.22
1659.jpg	44.72	56.04	53.49	38.42	62.00	44.76
166.jpg	79.83	31.05	67.68	36.04	64.95	79.57
1660.jpg	87.86	72.29	70.37	72.51	76.06	87.59
1661.jpg	89.35	68.29	61.01	46.32	73.05	87.99
1663.jpg	74.44	64.80	69.41	58.95	70.60	74.36
1662.jpg	83.08	63.61	75.03	59.66	70.37	82.81
1664.jpg	75.79	72.83	73.71	74.36	75.77	75.97
1665.jpg	59.97	46.26	38.55	30.85	52.56	60.94
1666.jpg	80.23	31.84	39.39	31.90	38.88	66.94
1667.jpg	68.17	79.41	60.26	50.52	79.03	68.26
1668.jpg	96.83	89.52	88.68	80.50	90.30	95.46
1669.jpg	72.93	61.28	61.12	44.31	61.57	73.35
1670.jpg	88.08	38.18	58.07	33.42	59.05	86.51
167.jpg	70.27	35.68	72.09	34.90	68.73	70.87
1671.jpg	96.68	40.88	40.91	39.82	40.91	79.09
1672.jpg	80.47	73.80	69.89	64.28	76.93	80.54
1673.jpg	90.36	72.89	59.32	42.93	85.67	96.58
1675.jpg	81.09	52.85	54.87	45.83	69.02	81.08
1674.jpg	77.36	22.56	32.68	19.00	30.84	77.40
1676.jpg	61.80	49.26	49.71	44.62	58.02	62.69
1677.jpg	41.13	32.17	37.80	37.65	37.91	39.25
1678.jpg	83.65	59.67	71.90	59.81	74.66	84.04
1679.jpg	76.19	60.99	53.50	53.23	61.13	75.37
168.jpg	94.00	86.53	84.03	81.27	93.93	94.08
1680.jpg	88.96	54.03	51.12	50.07	54.83	80.04
1681.jpg	89.21	72.61	69.09	62.88	77.60	89.14
1682.jpg	69.73	60.41	73.47	46.28	66.40	69.61
1683.jpg	94.21	49.35	64.00	40.23	77.95	92.07
1684.jpg	69.95	55.83	53.25	52.79	56.00	68.69
1686.jpg	79.51	48.85	45.17	34.60	48.14	80.27
1685.jpg	75.47	75.98	75.15	73.49	75.76	75.86
1687.jpg	73.61	64.87	68.51	72.41	73.29	73.90
1688.jpg	91.76	64.68	67.81	65.66	68.73	89.62
1689.jpg	91.23	94.97	71.68	56.87	89.89	91.16
169.jpg	88.33	77.06	61.98	57.36	79.96	88.96
1690.jpg	71.02	37.50	65.73	25.83	58.96	71.10
1691.jpg	75.13	65.00	42.13	33.83	50.41	77.87
1692.jpg	87.25	26.54	59.49	11.61	55.94	78.27
1693.jpg	68.67	78.80	67.47	67.69	78.53	70.40
1694.jpg	53.07	51.25	50.51	50.26	52.32	52.99
1695.jpg	93.03	69.48	74.49	63.89	69.74	89.04
1696.jpg	81.09	75.45	60.96	52.06	75.40	78.55
1697.jpg	94.31	70.15	90.38	82.73	92.06	93.99
1698.jpg	89.83	29.70	67.21	19.22	68.52	88.60
1699.jpg	73.62	64.86	73.74	60.16	73.78	74.03
17.jpg	54.55	63.56	61.34	38.44	67.98	62.25
170.jpg	67.16	60.38	62.38	52.72	62.31	66.87
1700.jpg	81.40	60.65	67.47	60.37	74.76	81.62
1701.jpg	87.11	70.83	77.75	60.77	89.27	87.50
1702.jpg	91.19	62.05	82.61	49.72	81.49	91.18
1703.jpg	84.85	62.20	65.71	51.93	75.20	83.63
1704.jpg	34.09	53.01	47.74	32.26	48.42	38.40
1705.jpg	67.30	35.62	46.63	33.03	47.73	66.13
1706.jpg	43.13	33.79	33.74	26.92	35.69	43.85
1707.jpg	76.94	38.42	60.23	57.95	63.04	76.95
1708.jpg	60.81	32.48	46.51	28.00	45.93	61.94
1709.jpg	86.10	74.31	77.98	70.05	80.73	85.98
171.jpg	96.39	66.33	65.21	42.50	68.28	96.41
1710.jpg	51.11	39.90	50.17	39.80	43.63	51.30
1711.jpg	74.02	59.09	43.12	32.37	59.64	71.78
1712.jpg	79.20	60.30	62.28	35.21	84.46	78.90
1713.jpg	79.87	68.90	64.55	59.50	69.79	78.18
1714.jpg	56.62	50.66	71.75	49.68	55.56	56.78
1715.jpg	82.75	32.42	40.11	31.33	46.02	82.50
1716.jpg	77.11	38.39	69.54	42.11	69.83	77.51
1717.jpg	94.55	68.79	72.07	63.02	76.38	89.08
1718.jpg	77.16	31.79	35.65	46.20	47.02	73.96
1719.jpg	93.88	56.90	87.56	46.95	86.90	93.28
172.jpg	83.07	41.36	46.16	20.25	54.47	79.70
1720.jpg	78.51	61.18	74.58	53.19	76.54	79.12
1721.jpg	71.91	48.14	70.69	35.50	64.71	70.80
1722.jpg	83.35	40.57	77.26	18.42	77.75	84.75
1723.jpg	85.91	74.79	83.43	80.26	83.91	86.16
1724.jpg	64.34	63.04	57.54	65.20	65.26	70.62
1725.jpg	82.20	53.04	55.94	56.25	57.20	82.19
1726.jpg	87.85	58.03	74.18	43.89	74.83	78.28
1727.jpg	94.92	67.45	79.96	42.56	80.77	94.61
1728.jpg	95.67	77.67	78.31	75.48	85.21	95.39
1729.jpg	96.20	80.58	78.33	77.42	84.94	91.70
173.jpg	55.22	47.28	43.25	34.28	50.01	53.48
1730.jpg	80.31	27.39	49.98	13.29	45.06	79.45
1731.jpg	75.68	70.36	70.31	58.72	73.02	75.67
1732.jpg	32.93	15.39	28.70	4.66	19.74	32.33
1733.jpg	84.71	41.20	44.88	40.74	49.31	84.27
1734.jpg	84.40	69.25	68.09	57.70	70.57	82.22
1735.jpg	94.38	83.14	68.49	46.12	86.01	94.67
1736.jpg	87.59	56.04	52.89	40.63	57.33	84.43
1737.jpg	49.30	28.39	18.70	14.32	25.39	49.64
1738.jpg	70.24	62.04	65.87	48.50	67.85	70.28
1739.jpg	80.83	74.09	74.94	52.90	83.87	80.58
174.jpg	80.93	65.39	78.78	65.57	78.86	82.53
1740.jpg	94.27	79.98	83.73	72.27	83.73	93.96
1741.jpg	80.89	56.07	74.13	51.65	77.30	80.84
1742.jpg	68.71	40.38	40.82	39.20	45.84	69.19
1743.jpg	44.43	39.62	44.94	30.42	45.94	44.69
1744.jpg	83.35	58.06	60.99	29.79	62.20	83.33
1745.jpg	83.52	44.89	59.90	41.64	63.48	83.38
1747.jpg	77.82	48.94	79.39	77.23	79.34	78.20
1746.jpg	83.79	67.50	74.53	65.58	74.83	82.24
1748.jpg	95.28	92.16	80.34	63.34	97.84	95.38
1749.jpg	79.26	30.89	41.74	33.23	42.25	79.33
175.jpg	82.84	49.29	59.00	49.09	57.73	83.81
1750.jpg	84.96	83.00	83.09	77.89	82.89	85.05
1751.jpg	88.03	75.29	80.02	73.47	79.52	84.30
1752.jpg	93.33	85.95	94.15	43.66	95.37	93.43
1753.jpg	95.64	73.40	94.38	48.02	94.22	96.21
1754.jpg	91.75	64.71	87.03	67.22	85.35	92.05
1755.jpg	57.45	53.72	65.76	51.98	57.77	57.58
1756.jpg	71.19	67.39	65.51	39.36	75.99	71.29
1757.jpg	77.49	43.55	72.01	71.33	71.94	79.15
1758.jpg	97.89	86.99	96.36	85.42	96.50	98.15
1759.jpg	76.57	60.84	63.67	59.18	72.11	76.80
176.jpg	90.33	67.84	68.70	64.51	70.18	90.30
1760.jpg	72.69	41.08	54.21	29.41	62.70	71.06
1761.jpg	72.25	16.08	42.48	25.94	34.38	57.57
1762.jpg	86.98	38.46	69.47	42.14	69.75	87.34
1763.jpg	47.44	37.97	47.69	37.97	39.06	47.61
1764.jpg	93.39	75.36	46.41	42.34	78.94	93.59
1765.jpg	79.29	36.00	41.26	16.45	48.03	74.84
1766.jpg	60.50	60.29	58.64	49.69	58.97	60.32
1767.jpg	83.58	45.38	21.68	16.28	56.79	82.90
1768.jpg	88.99	16.07	48.10	49.52	74.78	88.11
1769.jpg	54.42	16.93	38.73	28.24	34.08	46.66
177.jpg	82.58	73.93	79.39	77.32	83.24	83.01
1770.jpg	63.41	35.29	35.33	28.60	36.53	58.93
1771.jpg	74.94	72.91	69.99	65.89	71.77	75.08
1772.jpg	94.41	52.85	59.99	55.02	66.09	94.25
1773.jpg	63.94	33.73	39.71	22.93	47.56	63.93
1774.jpg	77.55	25.28	52.01	32.99	48.80	75.19
1775.jpg	78.69	49.94	51.99	48.28	56.94	78.76
1776.jpg	91.45	84.69	58.54	52.54	82.28	90.72
1777.jpg	84.92	50.69	49.22	46.09	69.14	84.52
1778.jpg	78.94	72.76	71.93	71.59	76.41	78.95
1779.jpg	68.47	55.39	63.99	53.55	63.41	68.05
178.jpg	86.69	58.33	41.17	32.11	58.06	84.60
1780.jpg	58.31	51.89	54.46	51.19	53.62	57.96
1781.jpg	73.48	25.46	43.68	26.44	62.02	68.40
1782.jpg	78.14	64.57	79.48	66.99	80.46	78.11
1783.jpg	72.60	45.69	55.52	45.96	56.24	71.73
1784.jpg	90.42	43.95	85.34	65.57	89.39	91.20
1785.jpg	74.72	45.99	65.76	49.33	63.16	74.11
1786.jpg	91.94	90.23	72.82	56.43	88.67	94.12
1787.jpg	24.76	33.05	13.60	1.87	30.22	24.39
1788.jpg	71.80	64.22	76.41	69.10	74.30	71.84
1789.jpg	56.63	57.76	74.26	55.79	63.20	56.76
179.jpg	81.26	78.42	75.83	64.86	79.14	81.23
1791.jpg	79.63	58.44	64.52	46.66	66.81	76.48
1790.jpg	82.23	67.81	58.65	60.19	70.55	82.43
1792.jpg	86.11	49.07	42.96	41.13	53.68	85.09
1793.jpg	92.03	75.13	83.59	47.14	82.86	91.92
1794.jpg	77.47	49.99	55.51	39.83	61.89	77.44
1795.jpg	95.61	22.90	50.62	43.39	51.50	95.85
1796.jpg	72.51	49.10	53.20	51.29	52.45	71.83
1797.jpg	90.21	58.88	85.87	42.67	75.35	89.93
1798.jpg	96.10	78.03	75.55	66.51	78.28	95.60
1799.jpg	84.21	45.45	63.07	40.57	63.15	83.35
18.jpg	70.77	53.37	49.20	43.90	53.11	67.03
180.jpg	79.18	67.20	80.14	58.01	83.91	79.62
1800.jpg	83.48	72.28	78.80	67.35	77.71	84.04
1802.jpg	83.71	72.40	84.95	67.52	84.55	84.15
1801.jpg	65.66	53.98	76.13	62.89	65.98	66.17
1803.jpg	97.39	89.20	79.17	70.50	93.06	98.39
1804.jpg	74.05	26.08	40.99	36.57	45.08	72.98
1805.jpg	73.89	54.59	61.89	50.15	64.86	72.36
1806.jpg	57.81	48.92	48.68	41.38	48.92	57.96
1807.jpg	84.78	81.29	76.44	64.10	78.97	84.69
1808.jpg	55.32	52.83	51.62	38.95	53.10	55.93
1809.jpg	81.37	75.57	75.57	71.49	76.56	81.48
181.jpg	89.46	26.02	59.76	28.32	59.94	88.39
